ID,weekend_nights,week_nights,room_type,board_type,n_adults,n_less_12,n_more_12,booked_tour,n_requests,lead_time,purchase_type,n_p_cacellation,n_p_not_cacellation,repeated,price,date,is_canceled
INN26090,2,2,Room_Type 1,half board,2,0,0,0,0,83.0,Offline,0,0,0,79.5,3/20/2018,False
INN01834,1,2,Room_Type 1,,2,0,0,0,0,110.0,Online,0,0,0,100.0,04/04/2018,False
INN28088,0,4,Room_Type 1,,2,0,0,0,0,324.0,,0,0,0,82.8,4/20/2018,True
INN06497,0,1,Room_Type 1,,2,0,0,0,1,81.0,,0,0,0,,8/13/2018,False
INN11918,1,0,Room_Type 1,half board,2,0,0,0,2,23.0,Offline,0,0,0,124.0,9/19/2018,False
INN32268,0,2,Room_Type 1,breakfast,2,0,0,0,0,344.0,Offline,0,0,0,137.0,9/16/2018,True
INN08735,0,1,Room_Type 1,full board,2,0,0,0,0,195.0,Online,0,0,0,105.5,6/30/2018,True
INN05686,2,1,Room_Type 4,,2,0,0,0,0,3.0,,0,0,0,,9/20/2017,False
INN35838,0,1,Room_Type 1,half board,1,0,0,0,0,9.0,Corporate,0,1,1,137.9,5/24/2018,False
INN34979,2,0,Room_Type 1,,2,0,0,0,0,176.0,,0,0,0,115.0,4/24/2018,True
INN16452,0,1,Room_Type 1,half board,2,0,0,0,1,2.0,Online,0,0,0,131.0,6/14/2018,False
INN00133,2,4,Room_Type 1,full board,2,0,0,0,2,347.0,Online,0,0,0,90.55,12/28/2018,True
INN25381,1,0,Room_Type 1,,2,0,1,0,2,15.0,,0,0,0,,5/16/2018,False
INN05610,2,2,Room_Type 1,full board,2,0,0,0,2,66.0,Online,0,0,0,94.8,11/11/2018,False
INN36099,0,1,Room_Type 6,half board,2,2,0,0,2,21.0,Online,0,0,0,244.1,9/21/2018,False
INN27431,0,3,Room_Type 1,full board,2,0,1,0,1,38.0,Online,0,0,0,128.0,8/30/2018,False
INN16865,0,3,Room_Type 1,,2,0,0,0,1,5.0,,0,0,0,136.0,9/22/2017,False
INN02677,0,2,Room_Type 1,,1,0,0,0,0,39.0,Offline,0,0,0,93.0,11/20/2017,False
INN08090,2,1,Room_Type 1,half board,1,0,0,0,2,33.0,Online,0,0,0,111.83,10/04/2017,False
INN34645,0,1,Room_Type 1,,1,0,0,0,0,0.0,,0,0,0,117.0,6/23/2018,False
INN04601,0,3,Room_Type 4,half board,3,0,0,0,2,32.0,Online,0,0,0,197.0,6/16/2018,False
INN29445,0,4,Room_Type 4,half board,3,0,0,0,0,128.0,Online,0,0,0,172.1,8/24/2018,True
INN33819,2,2,Room_Type 1,full board,2,0,0,0,1,23.0,Online,0,0,0,159.0,07/02/2018,False
INN36151,2,2,Room_Type 1,half board,2,0,0,0,0,3.0,Online,0,0,0,112.86,11/18/2018,False
INN33651,0,1,Room_Type 1,full board,1,0,1,0,0,2.0,Online,0,0,0,95.0,01/08/2018,False
INN02836,2,1,Room_Type 1,,1,0,0,0,2,107.0,Online,0,0,0,99.2,12/17/2018,False
INN15572,1,1,Room_Type 1,half board,2,0,0,0,2,107.0,Online,0,0,0,124.0,12/10/2018,False
INN19991,0,2,Room_Type 1,,1,0,0,0,0,8.0,Online,0,0,0,20.0,12/10/2017,False
INN23654,0,1,Room_Type 4,half board,2,0,0,0,1,45.0,Online,0,0,0,166.0,12/30/2018,False
INN24282,2,2,Room_Type 4,half board,2,0,0,0,1,107.0,Online,0,0,0,91.67,04/08/2018,False
INN04983,2,3,Room_Type 4,half board,2,0,0,0,0,58.0,Online,0,0,0,151.4,04/01/2018,True
INN25272,2,0,Room_Type 1,half board,2,0,0,0,1,16.0,Offline,0,0,0,110.6,11/22/2017,False
INN20831,1,3,Room_Type 1,,2,0,0,1,1,14.0,,0,0,0,168.0,09/05/2018,False
INN28926,0,2,Room_Type 1,,2,0,0,0,0,96.0,,0,0,0,113.6,11/25/2018,False
INN14082,0,2,Room_Type 1,full board,2,0,0,0,1,4.0,Online,0,0,0,138.0,06/08/2018,False
INN34283,2,3,Room_Type 1,,2,0,0,0,1,57.0,Online,0,0,0,155.9,8/20/2018,False
INN30944,1,2,Room_Type 1,half board,2,0,0,0,0,21.0,Offline,0,0,0,58.67,11/13/2017,False
INN21407,2,0,Room_Type 1,full board,1,0,0,0,1,5.0,Online,0,0,0,138.58,9/25/2018,False
INN34033,0,1,Room_Type 1,full board,1,0,0,0,2,6.0,Online,0,0,0,98.0,12/21/2018,False
INN26429,0,2,Room_Type 1,,2,0,0,0,0,213.0,,0,0,0,,06/03/2018,True
INN33014,0,4,Room_Type 1,half board,2,0,0,0,1,41.0,Online,0,0,0,139.0,10/26/2018,False
INN06714,2,2,Room_Type 1,half board,2,0,0,0,0,78.0,Online,0,0,0,125.3,7/24/2018,True
INN23705,1,2,Room_Type 1,half board,2,0,0,0,2,149.0,Online,0,0,0,146.9,06/10/2018,False
INN11326,0,4,Room_Type 1,half board,2,0,0,0,0,188.0,Online,0,0,0,34.0,3/23/2018,False
INN12303,2,1,Room_Type 1,half board,3,0,0,0,0,44.0,Online,0,0,0,157.7,04/10/2018,True
INN30177,0,3,Room_Type 1,half board,2,0,0,0,2,8.0,Online,0,0,0,137.67,09/03/2017,False
INN35247,0,2,Room_Type 1,half board,1,0,0,0,1,20.0,Offline,0,0,0,158.0,10/05/2018,False
INN22369,1,3,Room_Type 1,,2,0,0,0,1,303.0,,0,0,0,,12/29/2018,False
INN24048,3,6,Room_Type 1,,2,0,0,0,0,377.0,,0,0,0,,12/26/2018,True
INN29099,0,2,Room_Type 1,half board,1,0,0,0,0,129.0,Offline,0,0,0,140.0,06/10/2018,False
INN32794,0,3,Room_Type 1,half board,1,0,0,0,0,182.0,Offline,0,0,0,91.0,1/19/2018,False
INN09725,2,5,Room_Type 1,half board,2,0,0,0,0,294.0,Online,0,0,0,127.59,9/22/2018,True
INN26865,0,0,Room_Type 1,full board,2,0,0,0,1,4.0,Online,0,0,0,20.0,01/10/2018,False
INN00515,0,1,Room_Type 1,breakfast,2,0,0,0,0,66.0,Offline,0,0,0,124.0,04/06/2018,False
INN03073,0,4,Room_Type 1,half board,1,0,0,0,1,232.0,Offline,0,0,0,92.76,10/19/2018,False
INN24032,1,1,Room_Type 1,full board,2,0,0,0,0,2.0,Online,0,0,0,109.0,05/09/2018,False
INN01910,0,4,Room_Type 1,,1,0,0,0,0,8.0,,0,6,1,,3/29/2018,False
INN11869,0,4,Room_Type 1,,2,0,0,0,0,158.0,,0,0,0,,08/02/2018,True
INN22408,0,3,Room_Type 4,,3,0,0,0,0,192.0,Online,0,0,0,157.7,7/14/2018,True
INN17353,2,0,Room_Type 1,half board,2,0,0,0,1,27.0,Online,0,0,0,127.03,9/25/2018,False
INN13603,2,1,Room_Type 1,half board,2,0,0,0,1,234.0,Online,0,0,0,114.5,8/13/2018,False
INN21857,1,3,Room_Type 1,half board,1,0,0,0,2,42.0,Online,0,0,0,219.0,11/07/2018,False
INN33856,0,2,Room_Type 1,breakfast,1,0,0,0,0,89.0,Offline,0,0,0,107.0,9/18/2017,False
INN30570,1,2,Room_Type 1,full board,2,0,0,0,1,46.0,Online,0,0,0,81.07,2/26/2018,False
INN14487,0,3,Room_Type 1,,2,0,0,0,0,520.0,,0,0,0,,09/08/2018,True
INN35170,2,3,Room_Type 1,half board,2,0,0,0,0,322.0,Offline,0,0,0,98.0,04/08/2018,False
INN16988,0,1,Room_Type 2,half board,2,0,0,0,1,129.0,Online,0,0,0,110.0,08/12/2017,False
INN33046,0,2,Room_Type 2,,2,0,0,0,1,149.0,,0,0,0,,6/30/2018,False
INN14401,0,2,Room_Type 1,,2,0,0,0,2,11.0,,0,0,0,,09/11/2017,False
INN11740,0,2,Room_Type 1,half board,2,0,0,0,1,6.0,Corporate,0,0,0,130.0,5/24/2018,False
INN27113,2,1,Room_Type 4,half board,2,0,0,0,2,57.0,Online,0,0,0,159.5,10/09/2018,False
INN01293,0,1,Room_Type 1,half board,2,0,1,0,0,15.0,Online,0,0,0,129.0,02/06/2018,True
INN32234,2,4,Room_Type 1,,2,0,0,0,1,70.0,Online,0,0,0,139.85,05/12/2018,False
INN20257,0,2,Room_Type 1,half board,2,0,0,0,0,39.0,Online,0,0,0,101.9,3/17/2018,False
INN29074,2,2,Room_Type 1,half board,2,0,0,0,0,34.0,Online,0,0,0,104.65,02/05/2018,True
INN00858,1,2,Room_Type 1,full board,2,0,0,0,1,48.0,Online,0,0,0,102.1,03/07/2018,False
INN13007,2,4,Room_Type 1,breakfast,2,0,1,0,2,57.0,Offline,0,0,0,179.75,10/25/2017,False
INN28746,0,1,Room_Type 1,,2,0,0,0,0,10.0,Offline,0,0,0,150.0,11/05/2018,False
INN33996,0,3,Room_Type 1,half board,2,0,0,0,1,195.0,Offline,0,0,0,132.0,7/14/2018,True
INN04837,0,3,Room_Type 1,half board,2,0,0,0,0,136.0,Offline,0,0,0,115.0,5/31/2018,False
INN19359,2,0,Room_Type 1,half board,2,0,0,0,1,143.0,Online,0,0,0,116.3,6/26/2018,False
INN31212,0,3,Room_Type 1,half board,2,0,0,0,1,123.0,Online,0,0,0,128.3,05/03/2018,False
INN19357,2,2,Room_Type 5,half board,3,1,0,0,0,84.0,Offline,0,0,0,193.35,04/08/2018,False
INN33664,2,3,Room_Type 4,half board,2,0,0,0,1,17.0,Online,0,0,0,186.0,8/14/2018,False
INN26538,2,2,Room_Type 1,,2,0,0,0,1,86.0,,0,0,0,,8/26/2018,False
INN15778,0,2,Room_Type 1,half board,2,0,0,0,1,22.0,Online,0,0,0,113.0,2/19/2018,False
INN30014,2,6,Room_Type 6,half board,2,0,1,0,2,40.0,Online,0,0,0,167.9,11/19/2018,False
INN14555,0,1,Room_Type 1,half board,2,0,0,0,0,0.0,Online,0,0,0,144.0,8/18/2017,False
INN18320,1,3,Room_Type 1,,2,0,0,0,0,81.0,Offline,0,0,0,100.75,5/30/2018,False
INN15896,2,1,Room_Type 4,half board,2,0,0,0,1,207.0,Offline,0,0,0,102.45,8/21/2018,False
INN25940,1,1,Room_Type 4,,2,0,0,0,0,321.0,Online,0,0,0,135.2,10/01/2018,True
INN15439,1,2,Room_Type 1,half board,1,0,0,0,0,2.0,Offline,0,0,0,96.0,2018-2-29,False
INN35248,0,1,Room_Type 1,half board,1,0,0,0,2,16.0,Online,0,0,0,132.0,11/02/2018,False
INN07001,2,2,Room_Type 1,half board,2,0,0,0,2,32.0,Online,0,0,0,171.0,08/07/2018,False
INN32010,0,1,Room_Type 1,,2,0,0,1,0,,,0,0,0,,2/19/2018,False
INN06057,0,2,Room_Type 6,half board,2,0,2,0,1,71.0,Online,0,0,0,154.62,12/22/2018,False
INN18734,2,2,Room_Type 1,half board,2,0,0,0,0,113.0,Offline,0,0,0,122.68,09/03/2018,False
INN12430,2,3,Room_Type 1,,2,0,0,0,0,204.0,,0,0,0,,04/08/2018,True
INN24897,0,4,Room_Type 1,half board,2,0,0,0,2,42.0,Online,0,0,0,116.3,10/20/2017,False
INN06077,2,2,Room_Type 2,half board,2,0,0,0,0,116.0,Online,0,0,0,132.01,5/22/2018,True
INN34271,1,1,Room_Type 1,half board,2,1,0,0,2,210.0,Online,0,0,0,132.5,7/23/2018,True
INN19755,2,5,Room_Type 1,half board,1,0,0,0,0,2.0,Aviation,0,0,0,130.0,09/02/2018,False
INN05125,0,1,Room_Type 1,,2,0,0,0,0,89.0,,0,0,0,,04/08/2018,True
INN05874,0,2,Room_Type 1,,2,0,0,0,0,328.0,,0,0,0,129.0,7/17/2017,True
INN34360,0,5,Room_Type 1,half board,1,0,0,0,0,99.0,Offline,0,0,0,105.0,09/06/2018,False
INN07969,0,1,Room_Type 1,half board,1,0,0,0,1,2.0,Corporate,0,4,1,109.0,4/27/2018,False
INN30715,1,0,Room_Type 1,half board,1,0,0,0,0,41.0,Corporate,0,0,0,86.0,1/24/2018,False
INN12422,1,0,Room_Type 1,half board,1,0,0,0,0,8.0,Corporate,0,1,1,85.0,10/12/2017,False
INN05675,0,1,Room_Type 6,half board,2,1,1,0,4,46.0,Online,0,0,0,199.3,10/20/2017,False
INN06386,2,0,Room_Type 2,half board,2,0,0,0,0,11.0,Online,0,0,0,106.25,1/17/2018,False
INN14249,1,1,Room_Type 1,,1,0,0,0,0,4.0,,0,0,0,,6/27/2018,False
INN30333,0,1,Room_Type 1,half board,2,0,0,0,0,32.0,Offline,0,0,0,140.0,06/08/2018,False
INN03590,2,1,Room_Type 5,half board,2,0,0,0,0,171.0,Offline,0,0,0,121.15,09/04/2018,False
INN13960,0,2,Room_Type 1,half board,1,0,0,0,0,197.0,Offline,0,0,0,120.0,10/02/2017,False
INN28608,2,2,Room_Type 1,,2,0,0,0,0,81.0,,0,0,0,95.0,12/02/2018,False
INN27211,1,3,Room_Type 1,half board,2,0,0,0,0,113.0,Offline,0,0,0,100.75,05/02/2018,False
INN23278,1,0,Room_Type 1,,1,0,0,0,0,0.0,Online,0,0,0,129.0,10/05/2017,False
INN07393,0,3,Room_Type 1,half board,1,0,0,0,0,182.0,Offline,0,0,0,100.0,1/19/2018,False
INN00343,1,2,Room_Type 1,half board,1,0,0,0,0,142.0,Offline,0,0,0,130.0,06/06/2018,False
INN33375,0,2,Room_Type 1,full board,2,0,0,0,1,15.0,Online,0,0,0,134.0,7/19/2018,False
INN28516,3,7,Room_Type 1,half board,2,0,0,0,0,11.0,Online,0,0,0,111.0,02/12/2018,False
INN04400,0,3,Room_Type 1,,2,0,1,0,1,62.0,Online,0,0,0,149.0,11/01/2018,False
INN04632,1,3,Room_Type 1,,2,0,0,0,0,56.0,,0,0,0,118.0,12/05/2018,False
INN18995,0,2,Room_Type 1,half board,1,0,0,0,0,6.0,Corporate,0,0,0,85.0,8/26/2017,False
INN28456,2,2,Room_Type 1,half board,2,0,1,0,1,15.0,Offline,0,0,0,120.0,2/20/2018,False
INN34270,0,4,Room_Type 4,half board,2,0,0,0,1,178.0,Online,0,0,0,106.43,5/18/2018,False
INN20104,2,1,Room_Type 1,half board,2,0,0,0,0,50.0,Offline,0,0,0,96.5,07/03/2018,False
INN01635,1,2,Room_Type 1,half board,2,0,0,0,0,132.0,Online,0,0,0,128.3,07/11/2018,True
INN21968,1,2,Room_Type 1,,2,0,0,0,1,105.0,,0,0,0,99.5,04/04/2018,False
INN08432,0,2,Room_Type 1,half board,1,0,0,0,0,32.0,Corporate,0,0,0,119.2,3/30/2018,False
INN22662,1,1,Room_Type 1,half board,2,0,0,0,1,96.0,Online,0,0,0,113.6,11/12/2018,False
INN27761,1,0,Room_Type 1,,1,0,0,0,0,0.0,,0,0,0,94.69,11/15/2017,False
INN34657,0,2,Room_Type 1,half board,2,0,0,0,0,147.0,Offline,0,0,0,105.0,4/15/2018,False
INN21823,1,4,Room_Type 4,half board,2,0,0,1,1,0.0,Complementary,0,0,0,20.0,9/21/2018,False
INN20591,1,2,Room_Type 4,half board,3,0,0,0,1,124.0,Online,0,0,0,160.0,12/19/2018,True
INN16519,1,5,Room_Type 4,,2,0,0,0,2,180.0,Online,0,0,0,141.83,6/14/2018,False
INN26401,0,3,Room_Type 1,half board,2,0,0,0,0,45.0,Offline,0,0,0,125.0,10/13/2018,False
INN26795,2,1,Room_Type 1,half board,2,0,0,0,0,123.0,Offline,0,0,0,100.75,5/29/2018,False
INN15904,1,3,Room_Type 1,half board,2,0,0,0,1,80.0,Online,0,0,0,138.8,10/17/2018,False
INN30001,0,2,Room_Type 1,breakfast,2,0,0,0,0,123.0,Offline,0,0,0,121.5,10/16/2017,True
INN11578,1,1,Room_Type 1,full board,1,0,0,0,0,16.0,Online,0,0,0,99.2,12/19/2018,False
INN08682,2,4,Room_Type 1,,3,0,0,0,1,3.0,,0,0,0,111.68,12/23/2017,False
INN10513,0,2,Room_Type 1,,2,0,0,0,1,224.0,,0,0,0,116.3,7/28/2018,True
INN30788,0,2,Room_Type 4,half board,3,0,0,0,1,20.0,Online,0,0,0,182.0,7/19/2018,False
INN00879,0,1,Room_Type 1,full board,2,0,0,0,2,36.0,Online,0,0,0,145.1,9/15/2018,False
INN31185,0,1,Room_Type 1,,1,0,0,0,0,11.0,,0,0,0,,04/06/2018,False
INN00737,2,3,Room_Type 1,half board,2,0,0,0,1,21.0,Online,0,0,0,114.95,10/15/2017,False
INN03919,2,2,Room_Type 2,half board,2,0,0,0,3,107.0,Online,0,0,0,128.0,10/08/2018,False
INN04244,1,0,Room_Type 1,,2,0,0,0,1,0.0,,0,0,0,110.0,08/01/2018,False
INN23109,0,4,Room_Type 4,half board,2,0,0,0,0,26.0,Online,0,0,0,149.58,12/28/2018,False
INN32108,2,1,Room_Type 1,half board,1,0,0,0,1,26.0,Online,0,0,0,116.0,12/24/2018,False
INN24000,0,2,Room_Type 1,,2,0,0,0,1,22.0,,0,0,0,,11/01/2018,False
INN17510,2,2,Room_Type 1,full board,2,0,0,0,0,174.0,Online,0,0,0,138.8,9/16/2018,True
INN34441,1,3,Room_Type 1,half board,2,0,0,1,1,134.0,Online,0,0,0,165.0,5/19/2018,False
INN16476,0,2,Room_Type 4,half board,2,0,0,0,0,89.0,Online,0,0,0,152.3,10/21/2018,True
INN30072,0,1,Room_Type 5,full board,1,0,0,0,1,10.0,Offline,0,0,0,189.0,5/21/2018,False
INN24090,2,1,Room_Type 1,,2,0,0,0,0,41.0,Online,0,0,0,119.3,4/17/2018,False
INN24067,0,2,Room_Type 1,full board,2,0,0,1,2,12.0,Online,0,0,0,110.0,8/20/2017,False
INN33267,0,2,Room_Type 1,full board,2,0,0,0,0,71.0,Online,0,0,0,87.5,03/09/2018,True
INN21057,2,3,Room_Type 1,half board,2,0,0,0,0,28.0,Offline,0,0,0,85.75,03/05/2018,False
INN19303,0,3,Room_Type 1,,2,0,0,0,0,126.0,,0,0,0,,10/12/2018,False
INN02178,0,2,Room_Type 4,,2,0,0,0,1,,,0,0,0,,8/30/2018,True
INN08787,0,4,Room_Type 1,half board,2,0,0,0,1,132.0,Offline,0,0,0,90.0,12/09/2017,False
INN22392,1,1,Room_Type 1,,2,0,0,0,0,4.0,,0,0,0,,3/21/2018,False
INN27194,0,3,Room_Type 4,half board,2,0,0,0,0,52.0,Online,0,0,0,126.8,3/17/2018,False
INN23077,1,3,Room_Type 4,half board,2,0,0,0,0,144.0,Online,0,0,0,147.8,08/08/2018,False
INN21058,2,4,Room_Type 2,half board,2,0,2,0,0,60.0,Online,0,0,0,261.59,5/14/2018,True
INN19935,0,2,Room_Type 4,half board,2,0,0,0,0,23.0,Online,0,0,0,131.0,03/04/2018,True
INN18749,0,1,Room_Type 1,half board,2,0,0,0,0,2.0,Corporate,0,0,0,135.0,9/27/2018,False
INN19854,1,1,Room_Type 1,half board,2,0,0,0,2,107.0,Online,0,0,0,124.0,12/10/2018,False
INN01472,1,0,Room_Type 1,full board,2,0,0,0,1,82.0,Online,0,0,0,136.1,6/19/2018,False
INN19079,1,2,Room_Type 1,half board,2,0,0,0,0,502.0,Offline,0,0,0,95.0,9/26/2018,True
INN19565,2,1,Room_Type 1,half board,1,0,0,0,0,53.0,Offline,0,0,0,105.0,4/23/2018,False
INN01436,0,1,Room_Type 1,half board,2,0,0,0,0,50.0,Offline,0,0,0,85.0,12/27/2018,False
INN15725,0,4,Room_Type 4,half board,3,0,0,0,2,114.0,Online,0,0,0,139.0,12/07/2018,False
INN35575,2,2,Room_Type 1,,2,0,0,0,1,27.0,,0,0,0,,10/29/2018,False
INN01485,1,1,Room_Type 1,half board,2,0,0,0,2,5.0,Online,0,0,0,148.5,09/12/2017,False
INN32078,2,3,Room_Type 1,half board,2,0,0,0,1,173.0,Online,0,0,0,96.48,08/04/2018,False
INN36221,2,5,Room_Type 1,full board,2,0,0,0,0,50.0,Online,0,0,0,124.53,6/27/2018,True
INN11013,2,1,Room_Type 1,breakfast,2,0,0,0,1,69.0,Online,0,0,0,161.3,10/29/2018,False
INN35338,2,3,Room_Type 1,half board,2,0,0,0,0,332.0,Offline,0,0,0,81.0,5/13/2018,True
INN11878,0,3,Room_Type 1,half board,1,0,0,0,0,200.0,Offline,0,0,0,130.0,11/01/2018,True
INN23586,1,2,Room_Type 1,,2,0,0,0,0,59.0,Offline,0,0,0,95.0,11/14/2018,False
INN26637,1,2,Room_Type 1,half board,2,0,0,0,0,0.0,Online,0,0,0,144.0,8/21/2017,True
INN24157,2,2,Room_Type 4,,3,0,0,0,2,,,0,0,0,,08/05/2018,False
INN28718,1,3,Room_Type 4,,2,0,0,0,1,20.0,,0,0,0,,03/03/2018,False
INN21634,1,3,Room_Type 6,half board,2,0,2,0,0,26.0,Online,0,0,0,254.0,9/19/2018,True
INN00953,2,2,Room_Type 1,half board,2,0,0,0,2,44.0,Online,0,0,0,146.9,5/21/2018,False
INN11826,0,2,Room_Type 1,full board,2,0,0,0,3,8.0,Online,0,0,0,89.5,01/12/2018,False
INN09669,2,3,Room_Type 1,,2,0,0,0,1,2.0,Online,0,0,0,168.8,09/11/2017,False
INN07043,0,2,Room_Type 1,half board,2,0,0,0,0,82.0,Offline,0,0,0,85.0,9/29/2017,False
INN01378,1,3,Room_Type 1,half board,2,0,0,0,0,126.0,Online,0,0,0,102.45,4/18/2018,True
INN26096,0,4,Room_Type 1,full board,2,0,0,0,0,63.0,Online,0,0,0,83.75,03/09/2018,True
INN31486,0,3,Room_Type 6,half board,2,0,2,0,0,28.0,Online,0,0,0,250.0,3/22/2018,True
INN30604,1,2,Room_Type 4,,3,0,0,0,0,198.0,,0,0,0,,10/07/2018,True
INN31802,2,1,Room_Type 1,breakfast,2,0,0,0,0,116.0,Offline,0,0,0,114.5,07/11/2017,False
INN29969,0,1,Room_Type 1,half board,1,0,0,0,0,18.0,Offline,0,0,0,156.0,6/22/2018,False
INN03865,1,4,Room_Type 4,,3,0,0,1,0,124.0,,0,0,0,166.7,08/01/2018,False
INN31858,2,2,Room_Type 1,half board,1,0,0,0,0,203.0,Offline,0,0,0,83.5,4/22/2018,False
INN28965,1,0,Room_Type 6,half board,2,2,0,0,0,6.0,Online,0,0,0,194.0,11/28/2018,False
INN25315,5,14,Room_Type 1,,1,0,0,0,0,17.0,,0,0,0,,1/20/2018,False
INN06483,0,3,Room_Type 1,,2,0,0,0,0,45.0,Offline,0,0,0,125.0,10/13/2018,False
INN34172,0,5,Room_Type 1,,1,0,0,0,0,,,0,0,0,,10/04/2018,False
INN26052,1,1,Room_Type 1,full board,2,0,0,0,0,40.0,Online,0,0,0,123.05,8/29/2018,False
INN36147,0,1,Room_Type 1,half board,2,0,0,0,0,36.0,Online,0,0,0,101.9,2/13/2018,True
INN33477,0,2,Room_Type 1,,2,0,0,0,1,180.0,,0,0,0,,7/27/2018,False
INN25290,0,3,Room_Type 1,half board,1,0,0,0,0,70.0,Offline,0,0,0,101.0,1/27/2018,False
INN18334,2,0,Room_Type 1,half board,2,0,0,0,0,23.0,Online,0,0,0,107.2,09/11/2018,False
INN14296,1,3,Room_Type 1,,2,0,0,0,0,41.0,,0,0,0,,3/24/2018,True
INN10721,1,0,Room_Type 1,half board,2,0,0,0,0,0.0,Online,0,0,0,151.0,7/24/2018,False
INN31466,2,2,Room_Type 1,half board,2,0,0,0,3,22.0,Online,0,0,0,144.25,8/28/2018,False
INN05739,0,2,Room_Type 1,breakfast,2,0,0,0,1,344.0,Online,0,0,0,137.0,9/16/2018,True
INN02103,1,0,Room_Type 1,half board,1,0,0,0,0,8.0,Corporate,0,0,0,85.0,10/12/2017,False
INN13392,1,0,Room_Type 1,,2,0,0,0,0,5.0,Corporate,0,0,0,84.0,1/25/2018,False
INN35884,0,2,Room_Type 4,,2,0,0,0,1,28.0,Online,0,0,0,149.0,4/19/2018,False
INN22537,2,5,Room_Type 4,,2,0,0,0,1,101.0,,0,0,0,,10/17/2018,True
INN21678,0,2,Room_Type 4,,2,0,1,0,2,5.0,,0,0,0,,03/11/2018,False
INN17453,1,2,Room_Type 1,,2,0,0,0,0,232.0,Offline,0,0,0,140.0,6/20/2018,True
INN27832,0,3,Room_Type 1,full board,2,0,0,0,1,47.0,Online,0,0,0,155.0,11/10/2018,False
INN34100,0,1,Room_Type 1,full board,2,0,0,0,2,2.0,Online,0,0,0,148.0,8/17/2018,False
INN06449,0,3,Room_Type 1,half board,2,1,0,0,1,3.0,Online,0,0,0,137.5,12/20/2018,False
INN35441,2,1,Room_Type 1,,2,0,0,0,0,158.0,Offline,0,0,0,114.5,8/15/2017,False
INN35356,0,2,Room_Type 1,half board,1,0,0,0,2,2.0,Online,0,0,0,112.0,02/03/2018,False
INN29162,0,1,Room_Type 2,half board,2,0,0,0,0,57.0,Online,0,0,0,91.52,2/20/2018,False
INN00804,0,2,Room_Type 1,half board,1,0,0,0,2,35.0,Online,0,0,0,110.25,9/30/2017,False
INN07669,0,1,Room_Type 1,half board,2,0,1,0,0,29.0,Online,0,0,0,179.0,3/24/2018,False
INN27651,1,3,Room_Type 1,half board,2,0,0,0,1,261.0,Offline,0,0,0,100.75,09/01/2018,False
INN22081,1,0,Room_Type 1,half board,1,0,0,0,3,4.0,Complementary,2,5,1,20.0,6/27/2018,False
INN10178,1,1,Room_Type 1,full board,2,0,0,0,0,108.0,Online,0,0,0,66.66,7/20/2017,True
INN21897,2,3,Room_Type 1,half board,2,0,0,0,0,246.0,Online,0,0,0,110.95,7/22/2018,True
INN03908,1,2,Room_Type 1,half board,2,0,0,0,0,81.0,Offline,0,0,0,95.0,12/02/2018,False
INN26888,2,3,Room_Type 1,half board,2,0,0,0,0,60.0,Online,0,0,0,114.5,10/18/2017,False
INN14196,2,1,Room_Type 4,half board,2,0,0,0,0,52.0,Online,0,0,0,107.97,2/14/2018,False
INN17720,2,5,Room_Type 4,,2,0,0,0,1,,,0,0,0,,09/04/2018,False
INN21359,1,2,Room_Type 1,half board,2,0,0,0,1,45.0,Online,0,0,0,128.9,6/20/2018,False
INN35077,1,2,Room_Type 4,,3,0,0,0,1,82.0,Online,0,0,0,188.3,09/09/2018,False
INN23850,0,2,Room_Type 1,half board,1,0,0,0,0,23.0,Corporate,0,0,0,110.0,6/22/2018,False
INN13792,2,2,Room_Type 1,,2,0,0,0,1,17.0,,0,0,0,,07/03/2018,False
INN33107,1,1,Room_Type 1,half board,2,0,0,0,2,53.0,Online,0,0,0,118.8,11/26/2018,False
INN33327,0,3,Room_Type 1,half board,2,0,0,0,0,23.0,Offline,1,0,1,110.0,10/06/2017,False
INN33270,1,3,Room_Type 1,half board,2,0,0,0,1,72.0,Offline,0,0,0,85.0,10/12/2017,False
INN20077,0,1,Room_Type 4,,2,0,0,0,0,102.0,,0,0,0,,06/02/2018,True
INN22400,0,4,Room_Type 1,half board,2,0,0,0,1,237.0,Online,0,0,0,128.45,08/09/2018,True
INN20969,3,8,Room_Type 5,half board,2,1,0,0,1,74.0,Offline,0,0,0,159.34,7/18/2018,False
INN16113,0,3,Room_Type 1,half board,2,0,0,0,0,83.0,Online,0,0,0,89.99,10/25/2018,False
INN21193,0,2,Room_Type 1,,2,0,0,0,1,23.0,,0,0,0,,11/18/2018,False
INN34550,2,5,Room_Type 1,half board,2,0,0,0,0,236.0,Offline,0,0,0,92.25,08/01/2018,False
INN03994,0,1,Room_Type 1,full board,2,0,0,0,1,8.0,Online,0,0,0,169.0,9/16/2018,False
INN06097,0,1,Room_Type 4,half board,2,0,0,0,1,4.0,Online,0,0,0,126.0,2/18/2018,False
INN34402,0,3,Room_Type 1,half board,2,0,0,0,1,206.0,Online,0,0,0,125.3,7/14/2018,False
INN00805,2,3,Room_Type 1,half board,2,0,0,0,0,215.0,Online,0,0,0,139.85,09/02/2018,True
INN04116,1,2,Room_Type 1,,2,0,0,0,0,371.0,Online,0,0,0,121.0,5/13/2018,True
INN24715,0,1,Room_Type 1,half board,2,0,0,0,2,57.0,Online,0,0,0,107.0,12/24/2017,False
